x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.50074506,0.5997926,0.00097153283,0.42228454,0.54964876,-0.00035120544,0.38236883,0.48115116,-0.0007042116,0.34081385,0.39930487,-0.0006985946,0.44036293,0.49713007,-0.0025873769,0.54915655,0.44848076,0.000471371,0.57863796,0.31788155,0.002198473,0.59966135,0.2201013,-0.0021371222,0.53918344,0.48016638,-0.0017264903,0.50056356,0.41909903,-0.0004375406,0.49909744,0.2527784,-2.0245838e-05,0.49841344,0.14123382,-0.0018312655,0.5003133,0.4570605,-0.001992279,0.4502953,0.4511077,0.00025705242,0.41982654,0.29954836,-0.002217783,0.39892024,0.18930905,0.0015856833,0.46051544,0.47735545,0.00048612597,0.39942238,0.4989846,0.00091751444,0.3615465,0.38139692,-0.0012588262,0.32953617,0.2804969,0.0014633177,0.41928124,0.4997215,-0.0016595025,0
0.46239394,0.59808815,-0.007566081,0.40567902,0.54942214,0.021912044,0.32166708,0.47022706,0.02024577,0.28439543,0.34927672,0.0028124743,0.41308692,0.49084353,-0.0029586032,0.53344065,0.40038526,-0.029278848,0.55361784,0.22169459,-0.054000486,0.5773486,0.15523557,-0.07310927,0.5180314,0.42695928,-0.04178212,0.4753987,0.34690985,0.004431212,0.48273557,0.19407357,-0.014461767,0.4595267,0.053847034,-0.02812575,0.48639005,0.44131535,-0.020098137,0.43007573,0.46649042,0.018390939,0.3543905,0.31085566,0.040220413,0.40669492,0.16214347,-0.016785119,0.46272784,0.4567219,0.002115965,0.36575446,0.49833342,0.011368402,0.31412247,0.3367058,0.06216804,0.28740963,0.2001246,0.044595953,0.4098502,0.45481607,-0.00010905229,0
0.47063655,0.56269085,0.00972487,0.3960263,0.5094928,0.017217666,0.38893738,0.44293055,0.0385857,0.36538056,0.35711235,0.062072787,0.42387605,0.46024388,0.0035589773,0.52272815,0.45431507,0.026638255,0.5614109,0.35092464,0.061250295,0.5994556,0.2903196,0.05819225,0.53441346,0.4767075,0.028545966,0.4805349,0.42219537,0.041732162,0.5109528,0.2980252,0.08322376,0.51398736,0.2129295,0.09823174,0.48788166,0.4406002,0.04217102,0.4485895,0.41614047,0.034702733,0.442859,0.30653867,0.06933799,0.43941587,0.22566134,0.10744217,0.44471505,0.4520215,0.028759023,0.38304624,0.45847484,0.013830766,0.37295353,0.38016653,0.04643959,0.36101314,0.29258195,0.07177272,0.4208472,0.46619463,0.011492276,0
0.54754514,0.5419365,0.0028653294,0.46087024,0.5253696,0.009575818,0.40995026,0.4782879,0.029017622,0.343527,0.42326733,0.05428581,0.46079072,0.47190225,0.026830291,0.5452779,0.40045127,0.05979934,0.5270884,0.26954818,0.113580145,0.5198191,0.18286622,0.15250163,0.5509212,0.4222444,0.05035111,0.49375117,0.4007928,0.05876244,0.44598678,0.27004442,0.11244711,0.41860667,0.19344619,0.14789167,0.5060157,0.43522465,0.056280293,0.46688005,0.44366533,0.049202584,0.39854214,0.33907852,0.09045457,0.35338876,0.25547704,0.12195151,0.48216555,0.4629503,0.039198726,0.425853,0.4789165,0.030096395,0.33838716,0.38862327,0.06614928,0.2791973,0.3071184,0.10424338,0.43432117,0.4827561,0.026461978,0
0.5106868,0.61306226,2.2557672e-06,0.43369424,0.5701502,-0.014078797,0.39784667,0.5107426,-0.04672923,0.35519242,0.45226932,-0.06675927,0.44935247,0.5339437,-0.03466344,0.5471321,0.4750036,-0.07025905,0.5700573,0.37267238,-0.110799424,0.5796374,0.28064138,-0.14272934,0.5423713,0.50664973,-0.04845574,0.49964726,0.463665,-0.06485224,0.49203965,0.33329797,-0.12156762,0.47932675,0.24863987,-0.16361465,0.50270927,0.49894744,-0.05528483,0.45474088,0.4764022,-0.05294555,0.41542602,0.34033358,-0.11804967,0.38030612,0.2398663,-0.15897751,0.4669401,0.4977747,-0.044692177,0.42903063,0.54293585,-0.027657203,0.38384372,0.45802632,-0.06763107,0.35052967,0.3844395,-0.09880866,0.44535044,0.5396347,-0.030452413,0
0.55859107,0.6171584,0.0012993758,0.48642057,0.5818542,-0.013196526,0.43906555,0.5331439,-0.0067320424,0.38636753,0.5003442,-0.007594242,0.49081564,0.5493032,0.01927625,0.5577458,0.47430587,0.061662808,0.57300645,0.33466342,0.09921872,0.5845625,0.24063781,0.14561392,0.5748369,0.5125326,0.044975813,0.516756,0.46418276,0.049862288,0.48378286,0.29510108,0.10311296,0.46424982,0.17273231,0.12146025,0.5243622,0.48305833,0.029869614,0.4891083,0.50870115,0.025830828,0.4373877,0.38418797,0.059291583,0.39903563,0.30764338,0.06579275,0.5082972,0.54056436,-0.0047163507,0.45035174,0.54907054,0.008002074,0.3870158,0.4420912,0.029425671,0.34664834,0.34784228,0.035627216,0.46905085,0.5565414,0.008493676,0
0.47624186,0.56633306,0.00032405165,0.41043058,0.51057076,-0.0123064425,0.37400427,0.45310813,-0.0109838955,0.3357245,0.3798577,-0.005473562,0.42054233,0.46739313,0.008148682,0.5117786,0.42418113,0.07485277,0.5215082,0.31210268,0.12604252,0.53077686,0.22739038,0.17230237,0.503941,0.45352867,0.058862466,0.46329325,0.3962462,0.061885774,0.45048228,0.23988944,0.11618964,0.4456532,0.1377253,0.1513733,0.47175625,0.43440104,0.04699965,0.42973912,0.4280276,0.02513523,0.39056486,0.3028978,0.06266668,0.3685232,0.2064508,0.08089151,0.4375507,0.45344576,0.015623357,0.37911275,0.4601616,-0.0056551914,0.3439255,0.34859097,0.017392326,0.30819622,0.24570638,0.033248376,0.40465277,0.46206728,-0.0049287723,0
0.46265078,0.61575884,0.009540559,0.41404566,0.5423745,-0.027817044,0.37308156,0.5173339,-0.089290075,0.34091777,0.39467588,-0.111012876,0.43745854,0.5169637,-0.031220391,0.5246244,0.49133885,-0.039504316,0.6228574,0.36712664,-0.058483228,0.685051,0.2883208,-0.07430536,0.55362207,0.49861744,-7.4207055e-05,0.53433263,0.43875653,-0.052879974,0.56697434,0.34518132,-0.071543135,0.57566196,0.26106703,-0.109271586,0.51710826,0.5259713,-0.02030202,0.4487125,0.48650643,-0.06033191,0.48593163,0.35242495,-0.09721529,0.5367926,0.27934828,-0.1463373,0.480028,0.5158894,-0.080635324,0.3769526,0.4891729,-0.067953065,0.4007608,0.4448091,-0.103618346,0.40185305,0.3324527,-0.19394211,0.41920507,0.5457744,-0.082305506,0
0.44764793,0.6028668,-0.008391618,0.398284,0.5695797,-0.024285566,0.3735743,0.50949025,-0.008975257,0.36084437,0.40880325,-0.026907703,0.39010102,0.5371991,0.00494419,0.5038367,0.49949992,0.013878396,0.5747931,0.3940648,0.053569645,0.58098775,0.31777278,0.072801836,0.48654953,0.52588004,0.04449665,0.48581445,0.48682547,0.014491305,0.47553366,0.3274544,0.043664694,0.5120177,0.2188791,0.07582537,0.46359932,0.49523017,0.0032170867,0.4079774,0.48467705,0.008295007,0.400526,0.3213747,0.016931063,0.4312792,0.23336038,0.013928746,0.42709792,0.49907637,-0.02769888,0.38306004,0.51181364,-0.0021551908,0.3796816,0.41742504,-0.007793855,0.33005387,0.34387618,0.0031983976,0.39484027,0.51618046,-0.005133533,0
0.4845433,0.6103024,0.0016403102,0.42273766,0.57012403,-0.0012049302,0.38670173,0.5147797,0.0015197644,0.35592774,0.45011407,0.0074809487,0.4389214,0.52861285,0.002228452,0.5271288,0.4852908,0.004333995,0.5422838,0.3872142,0.006992298,0.548982,0.31372133,0.008191568,0.5132392,0.51505315,-0.00031425705,0.47743738,0.44636133,0.006935953,0.47195432,0.31083763,0.0048076357,0.4770886,0.21208642,0.0146039035,0.4814085,0.48645404,0.0036084305,0.43971956,0.47607654,0.0058193607,0.40618077,0.34532744,0.012256157,0.38075525,0.24594834,0.01793682,0.4491445,0.5009644,0.0040673944,0.40435314,0.5296342,0.0017296639,0.37353784,0.436825,0.009748509,0.3415707,0.36664337,0.013682368,0.4237722,0.5333866,0.008557457,0
